"curr_orig_dest","orig","dest","curr_travel_dist","curr_travel_time","curr_travel_dist_km","curr_travel_time_h","orig_intervention","dest_intervention","num_linked_pairs_observed","number_hosts_sampled_group_1","number_hosts_sampled_group_2","origin_district","destination_district","BTOTL_2011_origin","MTOTL_2011_origin","FTOTL_2011_origin","BTOTL_2011_destination","MTOTL_2011_destination","FTOTL_2011_destination","same_community","ln_curr_travel_dist_km","origin_control_community","number_hosts_sampled_group_1_female","number_hosts_sampled_group_1_male","number_hosts_sampled_group_1_f_baseline","number_hosts_sampled_group_1_m_baseline","number_hosts_sampled_group_1_f_post_baseline","number_hosts_sampled_group_1_m_post_baseline","number_hosts_sampled_group_2_female","number_hosts_sampled_group_2_male","number_hosts_sampled_group_2_f_baseline","number_hosts_sampled_group_2_m_baseline","number_hosts_sampled_group_2_f_post_baseline","number_hosts_sampled_group_2_m_post_baseline","num_linked_pairs_observed_baseline","max_possible_opposite_sex_pairs_in_sample_baseline","ln_max_possible_opposite_sex_pairs_in_sample_baseline","num_linked_pairs_observed_post_baseline","max_possible_opposite_sex_pairs_in_sample_post_baseline","ln_max_possible_opposite_sex_pairs_in_sample_post_baseline","max_possible_opposite_sex_pairs_in_sample_all","ln_max_possible_opposite_sex_pairs_in_sample_all","max_possible_opposite_sex_pairs_in_sample_post_baseline_all_x_pb","ln_max_possible_opposite_sex_pairs_in_sample_post_baseline_all_x_pb"
"Gumare_Sefhare","Gumare","Sefhare",915485,35382,915.485,9.82833333333333,"Intervention","Intervention",0,260,24,"Ngamiland West","Central Mahalapye",8913,4205,4708,5266,2425,2841,0,6.81945397949099,0,192,68,110,36,82,32,15,9,12,9,3,0,0,1422,7.25981961036319,0,96,4.56434819146784,2748,7.91862865334224,204,5.31811999384422
"Gumare_Sefophe","Gumare","Sefophe",903577,35643,903.577,9.90083333333333,"Intervention","Control",0,260,121,"Ngamiland West","Central Bobonong",8913,4205,4708,7021,3309,3712,0,6.8063613305293,0,192,68,110,36,82,32,88,33,85,30,3,3,0,6360,8.75778365633417,0,342,5.8348107370626,12320,9.41897923708751,780,6.65929391968364
"Gumare_Shakawe","Gumare","Shakawe",133013,6104,133.013,1.69555555555556,"Intervention","Control",1,260,313,"Ngamiland West","Ngamiland West",8913,4205,4708,7369,3547,3822,0,4.89044686780599,0,192,68,110,36,82,32,225,88,85,29,140,59,0,6250,8.74033674273045,1,9318,9.13970329237674,32196,10.3795975002136,20848,9.94501329936463
"Gumare_Shoshong","Gumare","Shoshong",896355,34602,896.355,9.61166666666667,"Intervention","Intervention",0,260,43,"Ngamiland West","Central Mahalapye",8913,4205,4708,11864,5787,6077,0,6.79833653986346,0,192,68,110,36,82,32,37,6,35,5,2,1,0,1810,7.50108212425987,0,146,4.98360662170834,3668,8.20740183337636,328,5.79301360838414
"Gumare_Tati_siding","Gumare","Tati_siding",743906,29147,743.906,8.09638888888889,"Intervention","Intervention",0,260,277,"Ngamiland West","North East",8913,4205,4708,8113,3817,4296,0,6.61191468276498,0,192,68,110,36,82,32,197,80,125,48,72,32,0,9780,9.18809476302886,0,4928,8.50268850521336,28756,10.2666017201038,11040,9.30928031983109
"Gumare_Tsetsebjwe","Gumare","Tsetsebjwe",954993,38011,954.993,10.5586111111111,"Intervention","Control",0,260,99,"Ngamiland West","Central Bobonong",8913,4205,4708,4815,2248,2567,0,6.86170401061093,0,192,68,110,36,82,32,68,31,64,29,4,2,0,5494,8.61141186665522,0,292,5.67675380226828,10576,9.26634256209147,656,6.48616078894409
"Gweta_Bokaa","Gweta","Bokaa",695735,27183,695.735,7.55083333333333,"Intervention","Control",0,131,73,"Central Tutume","Kgatleng",7148,3546,3602,6406,3225,3181,0,6.54496884070539,0,98,33,92,32,6,1,54,19,52,19,2,0,0,3412,8.13505390861157,0,2,0.693147180559945,3644,8.20083725837985,66,4.18965474202643
"Gweta_Digawana","Gweta","Digawana",718089,28315,718.089,7.86527777777778,"Intervention","Intervention",0,131,28,"Central Tutume","Barolong",7148,3546,3602,3273,1571,1702,0,6.57659351679814,0,98,33,92,32,6,1,17,11,17,11,0,0,0,1556,7.34987370473834,0,0,0,1639,7.40184157874383,0,0
"Gweta_Gumare","Gweta","Gumare",447820,17296,447.82,4.80444444444444,"Intervention","Intervention",0,131,260,"Central Tutume","Ngamiland West",7148,3546,3602,8913,4205,4708,0,6.10439136596319,0,98,33,92,32,6,1,192,68,110,36,82,32,0,6832,8.82937273546841,0,274,5.61312810638807,13000,9.47270463644367,5842,8.67282848294769
"Gweta_Lentsweletau","Gweta","Lentsweletau",710894,28107,710.894,7.8075,"Intervention","Intervention",0,131,206,"Central Tutume","Kweneng East",7148,3546,3602,7420,3815,3605,0,6.56652333289419,0,98,33,92,32,6,1,128,78,52,20,76,58,0,3504,8.16166045205628,0,424,6.04973345523196,11868,9.38160098141071,8192,9.01091334727929
"Gweta_Lerala","Gweta","Lerala",522591,21215,522.591,5.89305555555556,"Intervention","Intervention",0,131,347,"Central Tutume","Serowe Palapye",7148,3546,3602,7413,3474,3939,0,6.25879913135383,0,98,33,92,32,6,1,244,103,75,30,169,73,0,5160,8.54869185847561,0,607,6.4085287910595,18146,9.80620542972957,12731,9.45179524306165
"Gweta_Letlhakeng","Gweta","Letlhakeng",834736,33862,834.736,9.40611111111111,"Intervention","Control",0,131,92,"Central Tutume","Kweneng West",7148,3546,3602,9809,4846,4963,0,6.72711550719465,0,98,33,92,32,6,1,68,24,59,24,9,0,0,4096,8.31776616671934,0,9,2.19722457733622,4596,8.43294163896865,297,5.6937321388027
"Gweta_Masunga","Gweta","Masunga",294761,12100,294.761,3.36111111111111,"Intervention","Intervention",0,131,182,"Central Tutume","North East",7148,3546,3602,5615,2522,3093,0,5.68616485848363,0,98,33,92,32,6,1,131,51,110,44,21,7,0,7568,8.93168411073171,0,63,4.14313472639153,9321,9.14002519806116,1379,7.2291138777933
"Gweta_Mathangwane","Gweta","Mathangwane",260423,10296,260.423,2.86,"Intervention","Intervention",0,131,102,"Central Tutume","Central Tutume",7148,3546,3602,5947,2873,3074,0,5.56230723208678,0,98,33,92,32,6,1,79,23,50,12,29,11,0,2704,7.90248743716286,0,95,4.55387689160054,4861,8.48899945704546,2035,7.6182510978767
"Gweta_Maunatlala","Gweta","Maunatlala",497345,20174,497.345,5.60388888888889,"Intervention","Intervention",0,131,236,"Central Tutume","Serowe Palapye",7148,3546,3602,4921,2509,2412,0,6.20928395026549,0,98,33,92,32,6,1,155,81,58,27,97,54,0,4340,8.37562962709445,0,421,6.04263283368238,13053,9.47677327138879,8493,9.04699757378001
"Gweta_Metsimotlhabe","Gweta","Metsimotlhabe",733844,29357,733.844,8.15472222222222,"Intervention","Control",0,131,34,"Central Tutume","Kweneng East",7148,3546,3602,9154,4329,4825,0,6.59829647196601,0,98,33,92,32,6,1,25,9,24,9,1,0,0,1596,7.37525577800975,0,1,0,1707,7.44249272279444,33,3.49650756146648
"Gweta_Mmadinare","Gweta","Mmadinare",437555,17558,437.555,4.87722222222222,"Intervention","Control",0,131,112,"Central Tutume","Central Bobonong",7148,3546,3602,15064,7261,7803,0,6.08120241218201,0,98,33,92,32,6,1,84,28,80,24,4,4,0,4768,8.46968220874519,0,28,3.3322045101752,5516,8.61540823891319,524,6.26149168432104
"Gweta_Mmandunyane","Gweta","Mmandunyane",318429,14534,318.429,4.03722222222222,"Intervention","Control",0,131,56,"Central Tutume","Central Tutume",7148,3546,3602,4254,2099,2155,0,5.76339953022467,0,98,33,92,32,6,1,42,14,38,14,4,0,0,2504,7.82564473221999,0,4,1.38629436111989,2758,7.92226105835325,132,4.88280192258637
"Gweta_Mmankgodi","Gweta","Mmankgodi",759555,30768,759.555,8.54666666666667,"Intervention","Intervention",0,131,166,"Central Tutume","Kweneng East",7148,3546,3602,7406,3493,3913,0,6.63273273547711,0,98,33,92,32,6,1,114,52,55,32,59,20,0,4704,8.45616848957846,0,179,5.18738580584075,8858,9.08907628448314,3907,8.27052509505507
"Gweta_Mmathethe","Gweta","Mmathethe",841775,34266,841.775,9.51833333333333,"Intervention","Control",0,131,135,"Central Tutume","Barolong",7148,3546,3602,6893,3412,3481,0,6.73551275762985,0,98,33,92,32,6,1,99,36,63,28,36,8,0,4592,8.4320709379994,0,84,4.43081679884331,6795,8.82394232658524,1972,7.58680353516258
"Gweta_Molapowabojang","Gweta","Molapowabojang",808605,32904,808.605,9.14,"Intervention","Control",0,131,60,"Central Tutume","Southern",7148,3546,3602,9402,4503,4899,0,6.69531054071464,0,98,33,92,32,6,1,45,15,40,14,5,1,0,2568,7.85088266480985,0,11,2.39789527279837,2955,7.9912539298402,263,5.57215403217776
"Gweta_Nata","Gweta","Nata",100484,3827,100.484,1.06305555555556,"Intervention","Control",0,131,59,"Central Tutume","Central Tutume",7148,3546,3602,7694,3770,3924,0,4.60999851084473,0,98,33,92,32,6,1,48,11,39,9,9,2,0,2076,7.63819824428578,0,21,3.04452243772342,2662,7.88683299895506,493,6.20050917404269
"Gweta_Nkange","Gweta","Nkange",726715,28863,726.715,8.0175,"Intervention","Intervention",0,131,107,"Central Tutume","Central Tutume",7148,3546,3602,3660,1599,2061,0,6.58853437866455,0,98,33,92,32,6,1,80,27,76,25,4,2,0,4732,8.46210322509828,0,16,2.77258872223978,5286,8.57281709516423,328,5.79301360838414
"Gweta_Oodi","Gweta","Oodi",724823,28698,724.823,7.97166666666667,"Intervention","Intervention",0,131,73,"Central Tutume","Kgatleng",7148,3546,3602,5822,2798,3024,0,6.58592748711712,0,98,33,92,32,6,1,51,22,47,21,4,1,0,3436,8.14206328310415,0,10,2.30258509299405,3839,8.2529671950008,230,5.4380793089232
"Gweta_Otse","Gweta","Otse",770853,30791,770.853,8.55305555555556,"Intervention","Intervention",0,131,99,"Central Tutume","South East",7148,3546,3602,8039,3903,4136,0,6.64749769390652,0,98,33,92,32,6,1,67,32,64,31,3,1,0,4900,8.49699048409872,0,9,2.19722457733622,5347,8.58429093494873,197,5.28320372873799
"Gweta_Ramokgonami","Gweta","Ramokgonami",511684,20686,511.684,5.74611111111111,"Intervention","Control",0,131,220,"Central Tutume","Central Mahalapye",7148,3546,3602,4557,2137,2420,0,6.2377072470009,0,98,33,92,32,6,1,153,67,58,21,95,46,0,3788,8.23959345430597,0,371,5.91620206260743,11615,9.36005264520451,7643,8.94154547524288
"Gweta_Ranaka","Gweta","Ranaka",799982,31962,799.982,8.87833333333333,"Intervention","Control",0,131,34,"Central Tutume","Southern",7148,3546,3602,3263,1635,1628,0,6.6845892274148,0,98,33,92,32,6,1,21,13,20,13,1,0,0,1836,7.51534457118044,0,1,0,1967,7.58426481838906,33,3.49650756146648
"Gweta_Sebina","Gweta","Sebina",247199,9805,247.199,2.72361111111111,"Intervention","Control",0,131,51,"Central Tutume","Central Tutume",7148,3546,3602,3670,1686,1984,0,5.51019368026791,0,98,33,92,32,6,1,39,12,35,10,4,2,0,2040,7.62070508683826,0,16,2.77258872223978,2463,7.80913539812054,328,5.79301360838414
"Gweta_Sefhare","Gweta","Sefhare",542055,22364,542.055,6.21222222222222,"Intervention","Intervention",0,131,24,"Central Tutume","Central Mahalapye",7148,3546,3602,5266,2425,2841,0,6.29536747230606,0,98,33,92,32,6,1,15,9,12,9,3,0,0,1212,7.10002716662926,0,3,1.09861228866811,1377,7.22766249872865,99,4.59511985013459
"Gweta_Sefophe","Gweta","Sefophe",461151,18857,461.151,5.23805555555556,"Intervention","Control",0,131,121,"Central Tutume","Central Bobonong",7148,3546,3602,7021,3309,3712,0,6.13372553817119,0,98,33,92,32,6,1,88,33,85,30,3,3,0,5480,8.60886037994206,0,21,3.04452243772342,6138,8.72225423517968,393,5.97380961186926
"Gweta_Shakawe","Gweta","Shakawe",580851,23402,580.851,6.50055555555556,"Intervention","Control",0,131,313,"Central Tutume","Ngamiland West",7148,3546,3602,7369,3547,3822,0,6.36449426957288,0,98,33,92,32,6,1,225,88,85,29,140,59,0,5388,8.59192953753026,0,494,6.20253551718792,16049,9.68340182132116,10402,9.24975337433302
"Gweta_Shoshong","Gweta","Shoshong",565322,23062,565.322,6.40611111111111,"Intervention","Intervention",0,131,43,"Central Tutume","Central Mahalapye",7148,3546,3602,11864,5787,6077,0,6.33739548031298,0,98,33,92,32,6,1,37,6,35,5,2,1,0,1580,7.36518012602101,0,8,2.07944154167984,1809,7.50052948539529,164,5.0998664278242
"Gweta_Tati_siding","Gweta","Tati_siding",301480,12361,301.48,3.43361111111111,"Intervention","Intervention",0,131,277,"Central Tutume","North East",7148,3546,3602,8113,3817,4296,0,5.70870367897527,0,98,33,92,32,6,1,197,80,125,48,72,32,0,8416,9.03788993497749,0,264,5.57594910314632,14341,9.57087784672921,5512,8.61468281269349
"Gweta_Tsetsebjwe","Gweta","Tsetsebjwe",512567,21225,512.567,5.89583333333333,"Intervention","Control",0,131,99,"Central Tutume","Central Bobonong",7148,3546,3602,4815,2248,2567,0,6.23943143417524,0,98,33,92,32,6,1,68,31,64,29,4,2,0,4716,8.45871626165726,0,16,2.77258872223978,5282,8.57206009285708,328,5.79301360838414
"Lentsweletau_Bokaa","Lentsweletau","Bokaa",37276,2211,37.276,0.614166666666667,"Intervention","Control",0,206,73,"Kweneng East","Kgatleng",7420,3815,3605,6406,3225,3181,0,3.61834968792341,0,128,78,52,20,76,58,54,19,52,19,2,0,0,2028,7.61480536471107,0,116,4.75359019110636,6644,8.80146947073318,156,5.04985600724954
"Lentsweletau_Digawana","Lentsweletau","Digawana",59631,3343,59.631,0.928611111111111,"Intervention","Intervention",0,206,28,"Kweneng East","Barolong",7420,3815,3605,3273,1571,1702,0,4.08817557307657,0,128,78,52,20,76,58,17,11,17,11,0,0,0,912,6.81563999007433,0,0,0,2734,7.91352101728389,0,0
"Lentsweletau_Gumare","Lentsweletau","Gumare",975447,36947,975.447,10.2630555555556,"Intervention","Intervention",0,206,260,"Kweneng East","Ngamiland West",7420,3815,3605,8913,4205,4708,0,6.88289582747493,0,128,78,52,20,76,58,192,68,110,36,82,32,0,4072,8.31188955823036,0,7188,8.88016824790345,23680,10.0723860889979,10492,9.25836834098676
"Lentsweletau_Gweta","Lentsweletau","Gweta",710471,28288,710.471,7.85777777777778,"Intervention","Intervention",0,206,131,"Kweneng East","Central Tutume",7420,3815,3605,7148,3546,3602,0,6.56592813037762,0,128,78,52,20,76,58,98,33,92,32,6,1,0,3504,8.16166045205628,0,424,6.04973345523196,11868,9.38160098141071,596,6.39024066706535
"Lentsweletau_Lerala","Lentsweletau","Lerala",330735,13038,330.735,3.62166666666667,"Intervention","Intervention",0,206,347,"Kweneng East","Serowe Palapye",7420,3815,3605,7413,3474,3939,0,5.80131745049273,0,128,78,52,20,76,58,244,103,75,30,169,73,0,3060,8.02617019494643,0,15350,9.63887075301534,32216,10.3802185025313,22526,10.0224254766076
"Lentsweletau_Letlhakeng","Lentsweletau","Letlhakeng",104746,6151,104.746,1.70861111111111,"Intervention","Control",0,206,92,"Kweneng East","Kweneng West",7420,3815,3605,9809,4846,4963,0,4.65153837191562,0,128,78,52,20,76,58,68,24,59,24,9,0,0,2428,7.79482315217939,0,522,6.25766758788264,8376,9.03312575255037,702,6.55393340402581
"Lentsweletau_Masunga","Lentsweletau","Masunga",504910,21205,504.91,5.89027777777778,"Intervention","Intervention",0,206,182,"Kweneng East","North East",7420,3815,3605,5615,2522,3093,0,6.22438019557089,0,128,78,52,20,76,58,131,51,110,44,21,7,0,4488,8.40916244720253,0,1750,7.46737106691756,16746,9.72591470276438,2534,7.83755436088108
"Lentsweletau_Mathangwane","Lentsweletau","Mathangwane",451423,18307,451.423,5.08527777777778,"Intervention","Intervention",0,206,102,"Kweneng East","Central Tutume",7420,3815,3605,5947,2873,3074,0,6.11240481567733,0,128,78,52,20,76,58,79,23,50,12,29,11,0,1624,7.39264752072162,0,2518,7.83122021460429,9106,9.11668881589473,3670,8.20794694104862
"Lentsweletau_Maunatlala","Lentsweletau","Maunatlala",346781,14236,346.781,3.95444444444444,"Intervention","Intervention",0,206,236,"Kweneng East","Serowe Palapye",7420,3815,3605,4921,2509,2412,0,5.84869345678501,0,128,78,52,20,76,58,155,81,58,27,97,54,0,2564,7.84932381804056,0,9730,9.18296917518005,22458,10.0194021771325,14478,9.58038553485309
"Lentsweletau_Metsimotlhabe","Lentsweletau","Metsimotlhabe",41580,2177,41.58,0.604722222222222,"Intervention","Control",0,206,34,"Kweneng East","Kweneng East",7420,3815,3605,9154,4329,4825,0,3.72761928242987,0,128,78,52,20,76,58,25,9,24,9,1,0,0,948,6.85435450225502,0,58,4.06044301054642,3102,8.03980234373648,78,4.35670882668959
"Lentsweletau_Mmadinare","Lentsweletau","Mmadinare",396507,15545,396.507,4.31805555555556,"Intervention","Control",0,206,112,"Kweneng East","Central Bobonong",7420,3815,3605,15064,7261,7803,0,5.98269369539574,0,128,78,52,20,76,58,84,28,80,24,4,4,0,2848,7.95437227253187,0,536,6.2841341610708,10136,9.22384872200097,824,6.71417052990947
"Lentsweletau_Mmandunyane","Lentsweletau","Mmandunyane",417080,17801,417.08,4.94472222222222,"Intervention","Control",0,206,56,"Kweneng East","Central Tutume",7420,3815,3605,4254,2099,2155,0,6.03327804992139,0,128,78,52,20,76,58,42,14,38,14,4,0,0,1488,7.30518821539304,0,232,5.44673737166631,5068,8.53070154144103,312,5.74300318780948
"Lentsweletau_Mmankgodi","Lentsweletau","Mmankgodi",83003,4747,83.003,1.31861111111111,"Intervention","Intervention",1,206,166,"Kweneng East","Kweneng East",7420,3815,3605,7406,3493,3913,0,4.41887675172171,0,128,78,52,20,76,58,114,52,55,32,59,20,1,2764,7.92443418488756,0,4942,8.50552538654856,15548,9.65168729197211,7162,8.87654455055838
"Lentsweletau_Mmathethe","Lentsweletau","Mmathethe",172481,8769,172.481,2.43583333333333,"Intervention","Control",0,206,135,"Kweneng East","Barolong",7420,3815,3605,6893,3412,3481,0,5.15028708547748,0,128,78,52,20,76,58,99,36,63,28,36,8,0,2716,7.90691548867859,0,2696,7.8995244720322,12330,9.41979059615839,3832,8.25114213909075
"Lentsweletau_Molapowabojang","Lentsweletau","Molapowabojang",139311,7408,139.311,2.05777777777778,"Intervention","Control",0,206,60,"Kweneng East","Southern",7420,3815,3605,9402,4503,4899,0,4.93670884392796,0,128,78,52,20,76,58,45,15,40,14,5,1,0,1528,7.33171496972647,0,366,5.90263333340137,5430,8.59969441292798,518,6.24997524225948
"Lentsweletau_Nata","Lentsweletau","Nata",610346,24619,610.346,6.83861111111111,"Intervention","Control",0,206,59,"Kweneng East","Central Tutume",7420,3815,3605,7694,3770,3924,0,6.41402600947756,0,128,78,52,20,76,58,48,11,39,9,9,2,0,1248,7.12929754892937,0,674,6.51323011091231,5152,8.54714026778419,958,6.86484777797086
"Lentsweletau_Nkange","Lentsweletau","Nkange",56670,3317,56.67,0.921388888888889,"Intervention","Intervention",0,206,107,"Kweneng East","Central Tutume",7420,3815,3605,3660,1599,2061,0,4.03724497018153,0,128,78,52,20,76,58,80,27,76,25,4,2,0,2820,7.94449216393216,0,384,5.95064255258773,9696,9.17946870830909,568,6.34212141872115
"Lentsweletau_Oodi","Lentsweletau","Oodi",60748,3601,60.748,1.00027777777778,"Intervention","Intervention",0,206,73,"Kweneng East","Kgatleng",7420,3815,3605,5822,2798,3024,0,4.10673415986802,0,128,78,52,20,76,58,51,22,47,21,4,1,0,2032,7.61677580869837,0,308,5.73009978297357,6794,8.82379514872053,440,6.08677472691231
"Lentsweletau_Otse","Lentsweletau","Otse",101559,5295,101.559,1.47083333333333,"Intervention","Intervention",0,206,99,"Kweneng East","South East",7420,3815,3605,8039,3903,4136,0,4.62063991039178,0,128,78,52,20,76,58,67,32,64,31,3,1,0,2892,7.96970358327866,0,250,5.52146091786225,9322,9.14013247693269,362,5.89164421182577
"Lentsweletau_Ramokgonami","Lentsweletau","Ramokgonami",299658,11833,299.658,3.28694444444444,"Intervention","Control",0,206,220,"Kweneng East","Central Mahalapye",7420,3815,3605,4557,2137,2420,0,5.70264182436193,0,128,78,52,20,76,58,153,67,58,21,95,46,0,2252,7.71957398925958,0,9006,9.10564630086152,20510,9.92866785106643,13298,9.4953689269624
"Lentsweletau_Ranaka","Lentsweletau","Ranaka",130688,6466,130.688,1.79611111111111,"Intervention","Control",0,206,34,"Kweneng East","Southern",7420,3815,3605,3263,1635,1628,0,4.87281280310215,0,128,78,52,20,76,58,21,13,20,13,1,0,0,1076,6.98100574072173,0,58,4.06044301054642,3302,8.10228362448007,78,4.35670882668959
"Lentsweletau_Sebina","Lentsweletau","Sebina",480266,19645,480.266,5.45694444444444,"Intervention","Control",0,206,51,"Kweneng East","Central Tutume",7420,3815,3605,3670,1686,1984,0,6.17434011707496,0,128,78,52,20,76,58,39,12,35,10,4,2,0,1220,7.1066061377273,0,384,5.95064255258773,4578,8.42901750051251,568,6.34212141872115
"Lentsweletau_Sefhare","Lentsweletau","Sefhare",281730,12076,281.73,3.35444444444444,"Intervention","Intervention",0,206,24,"Kweneng East","Central Mahalapye",7420,3815,3605,5266,2425,2841,0,5.64094916548463,0,128,78,52,20,76,58,15,9,12,9,3,0,0,708,6.56244409369372,0,174,5.15905529921453,2322,7.75018416225784,234,5.4553211153577
"Lentsweletau_Sefophe","Lentsweletau","Sefophe",375058,15130,375.058,4.20277777777778,"Intervention","Control",0,206,121,"Kweneng East","Central Bobonong",7420,3815,3605,7021,3309,3712,0,5.92708068067742,0,128,78,52,20,76,58,88,33,85,30,3,3,0,3260,8.08948247436075,0,402,5.99645208861902,11088,9.31361872142968,618,6.42648845745769
"Lentsweletau_Shakawe","Lentsweletau","Shakawe",1108479,43052,1108.479,11.9588888888889,"Intervention","Control",0,206,313,"Kweneng East","Ngamiland West",7420,3815,3605,7369,3547,3822,0,7.0107440843573,0,128,78,52,20,76,58,225,88,85,29,140,59,0,3208,8.07340296898641,0,12604,9.44176950287716,28814,10.2686166591214,18472,9.82401135103433
"Lentsweletau_Shoshong","Lentsweletau","Shoshong",226039,9296,226.039,2.58222222222222,"Intervention","Intervention",0,206,43,"Kweneng East","Central Mahalapye",7420,3815,3605,11864,5787,6077,0,5.4207075507561,0,128,78,52,20,76,58,37,6,35,5,2,1,0,960,6.86693328446188,0,192,5.25749537202778,3654,8.20357773693795,284,5.64897423816121
"Lentsweletau_Tati_siding","Lentsweletau","Tati_siding",411219,16197,411.219,4.49916666666667,"Intervention","Intervention",0,206,277,"Kweneng East","North East",7420,3815,3605,8113,3817,4296,0,6.01912591929916,0,128,78,52,20,76,58,197,80,125,48,72,32,0,4996,8.51639287124547,0,6608,8.79603631520081,25606,10.1505819780061,9712,9.18111751329928
"Lentsweletau_Tsetsebjwe","Lentsweletau","Tsetsebjwe",427217,17476,427.217,4.85444444444444,"Intervention","Control",0,206,99,"Kweneng East","Central Bobonong",7420,3815,3605,4815,2248,2567,0,6.05729208086172,0,128,78,52,20,76,58,68,31,64,29,4,2,0,2788,7.93307977188041,0,384,5.95064255258773,9272,9.13475438501959,568,6.34212141872115
