"curr_orig_dest","orig","dest","curr_travel_dist","curr_travel_time","curr_travel_dist_km","curr_travel_time_h","orig_intervention","dest_intervention","num_linked_pairs_observed","number_hosts_sampled_group_1","number_hosts_sampled_group_2","origin_district","destination_district","BTOTL_2011_origin","MTOTL_2011_origin","FTOTL_2011_origin","BTOTL_2011_destination","MTOTL_2011_destination","FTOTL_2011_destination","same_community","ln_curr_travel_dist_km","origin_control_community","number_hosts_sampled_group_1_female","number_hosts_sampled_group_1_male","number_hosts_sampled_group_1_f_baseline","number_hosts_sampled_group_1_m_baseline","number_hosts_sampled_group_1_f_post_baseline","number_hosts_sampled_group_1_m_post_baseline","number_hosts_sampled_group_2_female","number_hosts_sampled_group_2_male","number_hosts_sampled_group_2_f_baseline","number_hosts_sampled_group_2_m_baseline","number_hosts_sampled_group_2_f_post_baseline","number_hosts_sampled_group_2_m_post_baseline","num_linked_pairs_observed_baseline","max_possible_opposite_sex_pairs_in_sample_baseline","ln_max_possible_opposite_sex_pairs_in_sample_baseline","num_linked_pairs_observed_post_baseline","max_possible_opposite_sex_pairs_in_sample_post_baseline","ln_max_possible_opposite_sex_pairs_in_sample_post_baseline","max_possible_opposite_sex_pairs_in_sample_all","ln_max_possible_opposite_sex_pairs_in_sample_all","max_possible_opposite_sex_pairs_in_sample_post_baseline_all_x_pb","ln_max_possible_opposite_sex_pairs_in_sample_post_baseline_all_x_pb"
"Letlhakeng_Lentsweletau","Letlhakeng","Lentsweletau",104648,6198,104.648,1.72166666666667,"Control","Intervention",0,92,206,"Kweneng West","Kweneng East",9809,4846,4963,7420,3815,3605,0,4.65060233738593,1,68,24,59,24,9,0,128,78,52,20,76,58,0,2428,7.79482315217939,0,522,6.25766758788264,8376,9.03312575255037,5768,8.66008067896479
"Letlhakeng_Lerala","Letlhakeng","Lerala",454381,18906,454.381,5.25166666666667,"Control","Intervention",0,92,347,"Kweneng West","Serowe Palapye",9809,4846,4963,7413,3474,3939,0,6.11893605315246,1,68,24,59,24,9,0,244,103,75,30,169,73,0,3570,8.18032087477368,0,657,6.48768401848461,12860,9.46187699779161,9020,9.10719961305667
"Letlhakeng_Masunga","Letlhakeng","Masunga",628557,27074,628.557,7.52055555555556,"Control","Intervention",0,92,182,"Kweneng West","North East",9809,4846,4963,5615,2522,3093,0,6.44342671604212,1,68,24,59,24,9,0,131,51,110,44,21,7,0,5236,8.56331312702979,0,63,4.14313472639153,6612,8.79664145894091,980,6.88755257166462
"Letlhakeng_Mathangwane","Letlhakeng","Mathangwane",575069,24175,575.069,6.71527777777778,"Control","Intervention",0,92,102,"Kweneng West","Central Tutume",9809,4846,4963,5947,2873,3074,0,6.35449003359793,1,68,24,59,24,9,0,79,23,50,12,29,11,0,1908,7.55381085200823,0,99,4.59511985013459,3460,8.14902386805177,1444,7.27517231945277
"Letlhakeng_Maunatlala","Letlhakeng","Maunatlala",470427,20104,470.427,5.58444444444444,"Control","Intervention",0,92,236,"Kweneng West","Serowe Palapye",9809,4846,4963,4921,2509,2412,0,6.1536407928964,1,68,24,59,24,9,0,155,81,58,27,97,54,0,2985,8.0013550258267,0,486,6.18620862390049,9228,9.12999761929365,6000,8.69951474821019
"Letlhakeng_Metsimotlhabe","Letlhakeng","Metsimotlhabe",102182,4878,102.182,1.355,"Control","Control",0,92,34,"Kweneng West","Kweneng East",9809,4846,4963,9154,4329,4825,0,4.62675553701311,1,68,24,59,24,9,0,25,9,24,9,1,0,0,1107,7.00940893270864,0,0,0,1212,7.10002716662926,24,3.17805383034795
"Letlhakeng_Mmadinare","Letlhakeng","Mmadinare",520153,21413,520.153,5.94805555555556,"Control","Control",0,92,112,"Kweneng West","Central Bobonong",9809,4846,4963,15064,7261,7803,0,6.25412299906732,1,68,24,59,24,9,0,84,28,80,24,4,4,0,3336,8.11252776347864,0,36,3.58351893845611,3920,8.27384693278451,368,5.90808293816893
"Letlhakeng_Mmandunyane","Letlhakeng","Mmandunyane",540727,23669,540.727,6.57472222222222,"Control","Control",0,92,56,"Kweneng West","Central Tutume",9809,4846,4963,4254,2099,2155,0,6.29291453041033,1,68,24,59,24,9,0,42,14,38,14,4,0,0,1738,7.46049030582534,0,0,0,1960,7.58069975222456,96,4.56434819146784
"Letlhakeng_Mmankgodi","Letlhakeng","Mmankgodi",113452,5595,113.452,1.55416666666667,"Control","Intervention",0,92,166,"Kweneng West","Kweneng East",9809,4846,4963,7406,3493,3913,0,4.73137983998188,1,68,24,59,24,9,0,114,52,55,32,59,20,0,3208,8.07340296898641,0,180,5.19295685089021,6272,8.74385056203024,2776,7.9287663216267
"Letlhakeng_Mmathethe","Letlhakeng","Mmathethe",193301,8992,193.301,2.49777777777778,"Control","Control",0,92,135,"Kweneng West","Barolong",9809,4846,4963,6893,3412,3481,0,5.26424855950665,1,68,24,59,24,9,0,99,36,63,28,36,8,0,3164,8.05959232888755,0,72,4.27666611901606,4824,8.48135873840702,1408,7.24992553671799
"Letlhakeng_Molapowabojang","Letlhakeng","Molapowabojang",177153,8282,177.153,2.30055555555556,"Control","Control",0,92,60,"Kweneng West","Southern",9809,4846,4963,9402,4503,4899,0,5.1770137659691,1,68,24,59,24,9,0,45,15,40,14,5,1,0,1786,7.48773376143644,0,9,2.19722457733622,2100,7.64969262371151,188,5.23644196282995
"Letlhakeng_Nata","Letlhakeng","Nata",733992,30487,733.992,8.46861111111111,"Control","Control",0,92,59,"Kweneng West","Central Tutume",9809,4846,4963,7694,3770,3924,0,6.59849812937256,1,68,24,59,24,9,0,48,11,39,9,9,2,0,1467,7.29097477814298,0,18,2.89037175789616,1900,7.54960916515453,352,5.8636311755981
"Letlhakeng_Nkange","Letlhakeng","Nkange",117272,6018,117.272,1.67166666666667,"Control","Intervention",0,92,107,"Kweneng West","Central Tutume",9809,4846,4963,3660,1599,2061,0,4.76449602298773,1,68,24,59,24,9,0,80,27,76,25,4,2,0,3299,8.10137467122858,0,18,2.89037175789616,3756,8.23110984032815,232,5.44673737166631
"Letlhakeng_Oodi","Letlhakeng","Oodi",121351,6303,121.351,1.75083333333333,"Control","Intervention",0,92,73,"Kweneng West","Kgatleng",9809,4846,4963,5822,2798,3024,0,4.79868717276494,1,68,24,59,24,9,0,51,22,47,21,4,1,0,2367,7.76937860951398,0,9,2.19722457733622,2720,7.90838715929004,164,5.0998664278242
"Letlhakeng_Otse","Letlhakeng","Otse",160373,7569,160.373,2.1025,"Control","Intervention",0,92,99,"Kweneng West","South East",9809,4846,4963,8039,3903,4136,0,5.07750235208641,1,68,24,59,24,9,0,67,32,64,31,3,1,0,3365,8.12118324207883,0,9,2.19722457733622,3784,8.23853693017177,140,4.9416424226093
"Letlhakeng_Ramokgonami","Letlhakeng","Ramokgonami",423305,17702,423.305,4.91722222222222,"Control","Control",0,92,220,"Kweneng West","Central Mahalapye",9809,4846,4963,4557,2137,2420,0,6.04809295941081,1,68,24,59,24,9,0,153,67,58,21,95,46,0,2631,7.87511928104029,0,414,6.02586597382531,8228,9.01529825077285,5408,8.5956346177228
"Letlhakeng_Ranaka","Letlhakeng","Ranaka",146140,6779,146.14,1.88305555555556,"Control","Control",0,92,34,"Kweneng West","Southern",9809,4846,4963,3263,1635,1628,0,4.98456506636307,1,68,24,59,24,9,0,21,13,20,13,1,0,0,1247,7.12849594568004,0,0,0,1388,7.23561914106675,24,3.17805383034795
"Letlhakeng_Sebina","Letlhakeng","Sebina",603912,25513,603.912,7.08694444444444,"Control","Control",0,92,51,"Kweneng West","Central Tutume",9809,4846,4963,3670,1686,1984,0,6.40342849195598,1,68,24,59,24,9,0,39,12,35,10,4,2,0,1430,7.26542972325395,0,18,2.89037175789616,1752,7.46851327149634,232,5.44673737166631
"Letlhakeng_Sefhare","Letlhakeng","Sefhare",405377,17945,405.377,4.98472222222222,"Control","Intervention",0,92,24,"Kweneng West","Central Mahalapye",9809,4846,4963,5266,2425,2841,0,6.00481749831867,1,68,24,59,24,9,0,15,9,12,9,3,0,0,819,6.70808408385307,0,0,0,972,6.87935580446044,72,4.27666611901606
"Letlhakeng_Sefophe","Letlhakeng","Sefophe",498705,20999,498.705,5.83305555555556,"Control","Control",0,92,121,"Kweneng West","Central Bobonong",9809,4846,4963,7021,3309,3712,0,6.21201473856959,1,68,24,59,24,9,0,88,33,85,30,3,3,0,3810,8.24538446812075,0,27,3.29583686600433,4356,8.37930948405285,276,5.62040086571715
"Letlhakeng_Shakawe","Letlhakeng","Shakawe",1004430,36987,1004.43,10.2741666666667,"Control","Control",0,92,313,"Kweneng West","Ngamiland West",9809,4846,4963,7369,3547,3822,0,6.91217549541563,1,68,24,59,24,9,0,225,88,85,29,140,59,0,3751,8.22977775008189,0,531,6.27476202124194,11384,9.33996413976969,7372,8.90544431878971
"Letlhakeng_Shoshong","Letlhakeng","Shoshong",281382,12538,281.382,3.48277777777778,"Control","Intervention",0,92,43,"Kweneng West","Central Mahalapye",9809,4846,4963,11864,5787,6077,0,5.63971317674952,1,68,24,59,24,9,0,37,6,35,5,2,1,0,1135,7.0343879299155,0,9,2.19722457733622,1296,7.16703787691222,116,4.75359019110636
"Letlhakeng_Tati_siding","Letlhakeng","Tati_siding",534865,22065,534.865,6.12916666666667,"Control","Intervention",0,92,277,"Kweneng West","North East",9809,4846,4963,8113,3817,4296,0,6.28201437860521,1,68,24,59,24,9,0,197,80,125,48,72,32,0,5832,8.67111527368849,0,288,5.66296048013595,10168,9.22700081286929,3904,8.26975694753298
"Letlhakeng_Tsetsebjwe","Letlhakeng","Tsetsebjwe",550864,23344,550.864,6.48444444444444,"Control","Control",0,92,99,"Kweneng West","Central Bobonong",9809,4846,4963,4815,2248,2567,0,6.31148795473043,1,68,24,59,24,9,0,68,31,64,29,4,2,0,3247,8.08548677210285,0,18,2.89037175789616,3740,8.22684089040858,232,5.44673737166631
"Masunga_Bokaa","Masunga","Bokaa",489147,20020,489.147,5.56111111111111,"Intervention","Control",0,182,73,"North East","Kgatleng",5615,2522,3093,6406,3225,3181,0,6.19266305779662,0,131,51,110,44,21,7,54,19,52,19,2,0,0,4378,8.38434727808281,0,14,2.63905732961526,5243,8.56464913257253,102,4.62497281328427
"Masunga_Digawana","Masunga","Digawana",511501,21152,511.501,5.87555555555556,"Intervention","Intervention",0,182,28,"North East","Barolong",5615,2522,3093,3273,1571,1702,0,6.23734954042398,0,131,51,110,44,21,7,17,11,17,11,0,0,0,1958,7.57967882309046,0,0,0,2308,7.74413662762799,0,0
"Masunga_Gumare","Masunga","Gumare",737341,28740,737.341,7.98333333333333,"Intervention","Intervention",0,182,260,"North East","Ngamiland West",5615,2522,3093,8913,4205,4708,0,6.60305047175008,0,131,51,110,44,21,7,192,68,110,36,82,32,0,8800,9.0825070004663,0,1246,7.1276936993474,18700,9.83627880284268,8374,9.03288694657909
"Masunga_Gweta","Masunga","Gweta",294902,12038,294.902,3.34388888888889,"Intervention","Intervention",0,182,131,"North East","Central Tutume",5615,2522,3093,7148,3546,3602,0,5.68664309775822,0,131,51,110,44,21,7,98,33,92,32,6,1,0,7568,8.93168411073171,0,63,4.14313472639153,9321,9.14002519806116,437,6.07993319509559
"Masunga_Lentsweletau","Masunga","Lentsweletau",504306,20944,504.306,5.81777777777778,"Intervention","Intervention",0,182,206,"North East","Kweneng East",5615,2522,3093,7420,3815,3605,0,6.22318322669186,0,131,51,110,44,21,7,128,78,52,20,76,58,0,4488,8.40916244720253,0,1750,7.46737106691756,16746,9.72591470276438,11474,9.34783888516182
"Masunga_Lerala","Masunga","Lerala",316003,14051,316.003,3.90305555555556,"Intervention","Intervention",0,182,347,"North East","Serowe Palapye",5615,2522,3093,7413,3474,3939,0,5.75575170721273,0,131,51,110,44,21,7,244,103,75,30,169,73,0,6600,8.79482492801452,0,2716,7.90691548867859,25937,10.1634257996788,18182,9.8081873726818
"Masunga_Letlhakeng","Masunga","Letlhakeng",628148,26699,628.148,7.41638888888889,"Intervention","Control",0,182,92,"North East","Kweneng West",5615,2522,3093,9809,4846,4963,0,6.44277580749248,0,131,51,110,44,21,7,68,24,59,24,9,0,0,5236,8.56331312702979,0,63,4.14313472639153,6612,8.79664145894091,459,6.12905021006055
"Masunga_Mathangwane","Masunga","Mathangwane",77895,3858,77.895,1.07166666666667,"Intervention","Intervention",0,182,102,"North East","Central Tutume",5615,2522,3093,5947,2873,3074,0,4.35536176596439,0,131,51,110,44,21,7,79,23,50,12,29,11,0,3520,8.16621626859214,0,434,6.07304453410041,7042,8.859647499715,2920,7.97933889526233
"Masunga_Maunatlala","Masunga","Maunatlala",290757,13011,290.757,3.61416666666667,"Intervention","Intervention",0,182,236,"North East","Serowe Palapye",5615,2522,3093,4921,2509,2412,0,5.67248786677534,0,131,51,110,44,21,7,155,81,58,27,97,54,0,5522,8.6164953924901,0,1813,7.50273821075485,18516,9.82639050215116,12021,9.39441039930425
"Masunga_Metsimotlhabe","Masunga","Metsimotlhabe",527256,22194,527.256,6.165,"Intervention","Control",0,182,34,"North East","Kweneng East",5615,2522,3093,9154,4329,4825,0,6.26768619909499,0,131,51,110,44,21,7,25,9,24,9,1,0,0,2046,7.62364194651157,0,7,1.94591014905531,2454,7.80547462527086,51,3.93182563272433
"Masunga_Mmadinare","Masunga","Mmadinare",230967,10395,230.967,2.8875,"Intervention","Control",0,182,112,"North East","Central Bobonong",5615,2522,3093,15064,7261,7803,0,5.44227484317388,0,131,51,110,44,21,7,84,28,80,24,4,4,0,6160,8.72583205652757,0,112,4.71849887129509,7952,8.98117874833641,728,6.59030104819669
"Masunga_Mmandunyane","Masunga","Mmandunyane",115521,7772,115.521,2.15888888888889,"Intervention","Control",0,182,56,"North East","Central Tutume",5615,2522,3093,4254,2099,2155,0,4.74945233161674,0,131,51,110,44,21,7,42,14,38,14,4,0,0,3212,8.07464907506665,0,28,3.3322045101752,3976,8.28803156777646,204,5.31811999384422
"Masunga_Mmankgodi","Masunga","Mmankgodi",552967,23605,552.967,6.55694444444444,"Intervention","Intervention",0,182,166,"North East","Kweneng East",5615,2522,3093,7406,3493,3913,0,6.31529832523903,0,131,51,110,44,21,7,114,52,55,32,59,20,0,5940,8.68946441235669,0,833,6.72503364216684,12626,9.44351345892757,5629,8.63568708546403
"Masunga_Mmathethe","Masunga","Mmathethe",635187,27103,635.187,7.52861111111111,"Intervention","Control",0,182,135,"North East","Barolong",5615,2522,3093,6893,3412,3481,0,6.45391944372853,0,131,51,110,44,21,7,99,36,63,28,36,8,0,5852,8.67453876214002,0,420,6.04025471127741,9765,9.18655984331078,2884,7.96693349840484
"Masunga_Molapowabojang","Masunga","Molapowabojang",602017,25741,602.017,7.15027777777778,"Intervention","Control",0,182,60,"North East","Southern",5615,2522,3093,9402,4503,4899,0,6.40028568411276,0,131,51,110,44,21,7,45,15,40,14,5,1,0,3300,8.10167774745457,0,56,4.02535169073515,4260,8.35702443926342,386,5.95583736946483
"Masunga_Nata","Masunga","Nata",194777,8370,194.777,2.325,"Intervention","Control",0,182,59,"North East","Central Tutume",5615,2522,3093,7694,3770,3924,0,5.27185531442245,0,131,51,110,44,21,7,48,11,39,9,9,2,0,2706,7.90322680873073,0,105,4.65396035015752,3889,8.26590733415575,721,6.58063913728495
"Masunga_Nkange","Masunga","Nkange",520127,21700,520.127,6.02777777777778,"Intervention","Intervention",0,182,107,"North East","Central Tutume",5615,2522,3093,3660,1599,2061,0,6.25407301252522,0,131,51,110,44,21,7,80,27,76,25,4,2,0,6094,8.71505995954565,0,70,4.24849524204936,7617,8.93813787037279,466,6.14418563412565
"Masunga_Oodi","Masunga","Oodi",518235,21534,518.235,5.98166666666667,"Intervention","Intervention",0,182,73,"North East","Kgatleng",5615,2522,3093,5822,2798,3024,0,6.25042880733696,0,131,51,110,44,21,7,51,22,47,21,4,1,0,4378,8.38434727808281,0,49,3.89182029811063,5483,8.60940767540405,335,5.81413053182507
"Masunga_Otse","Masunga","Otse",564265,23628,564.265,6.56333333333333,"Intervention","Intervention",0,182,99,"North East","South East",5615,2522,3093,8039,3903,4136,0,6.33552399930531,0,131,51,110,44,21,7,67,32,64,31,3,1,0,6226,8.73648935100155,0,42,3.73766961828337,7609,8.93708703617652,284,5.64897423816121
"Masunga_Ramokgonami","Masunga","Ramokgonami",305096,13522,305.096,3.75611111111111,"Intervention","Control",0,182,220,"North East","Central Mahalapye",5615,2522,3093,4557,2137,2420,0,5.72062648118109,0,131,51,110,44,21,7,153,67,58,21,95,46,0,4862,8.48920515487607,0,1631,7.39694860262101,16580,9.71595242868929,10871,9.293853972204
"Masunga_Ranaka","Masunga","Ranaka",593394,24799,593.394,6.88861111111111,"Intervention","Control",0,182,34,"North East","Southern",5615,2522,3093,3263,1635,1628,0,6.38585859658214,0,131,51,110,44,21,7,21,13,20,13,1,0,0,2310,7.74500280351584,0,7,1.94591014905531,2774,7.92804560087478,51,3.93182563272433
"Masunga_Sebina","Masunga","Sebina",52941,2668,52.941,0.741111111111111,"Intervention","Control",1,182,51,"North East","Central Tutume",5615,2522,3093,3670,1686,1984,0,3.96917808592921,0,131,51,110,44,21,7,39,12,35,10,4,2,1,2640,7.87853419614036,0,70,4.24849524204936,3561,8.17779668327778,466,6.14418563412565
"Masunga_Sefhare","Masunga","Sefhare",335468,15201,335.468,4.2225,"Intervention","Intervention",0,182,24,"North East","Central Mahalapye",5615,2522,3093,5266,2425,2841,0,5.81552657183297,0,131,51,110,44,21,7,15,9,12,9,3,0,0,1518,7.32514895795557,0,21,3.04452243772342,1944,7.57250298502038,153,5.03043792139244
"Masunga_Sefophe","Masunga","Sefophe",254563,11694,254.563,3.24833333333333,"Intervention","Control",0,182,121,"North East","Central Bobonong",5615,2522,3093,7021,3309,3712,0,5.53954834956089,0,131,51,110,44,21,7,88,33,85,30,3,3,0,7040,8.85936344915209,0,84,4.43081679884331,8811,9.08375621986673,546,6.30261897574491
"Masunga_Shakawe","Masunga","Shakawe",870373,34845,870.373,9.67916666666667,"Intervention","Control",0,182,313,"North East","Ngamiland West",5615,2522,3093,7369,3547,3822,0,6.76892185539995,0,131,51,110,44,21,7,225,88,85,29,140,59,0,6930,8.84361509218395,0,2219,7.70481192293259,23003,10.043379921188,14869,9.60703378769722
"Masunga_Shoshong","Masunga","Shoshong",358734,15899,358.734,4.41638888888889,"Intervention","Intervention",0,182,43,"North East","Central Mahalapye",5615,2522,3093,11864,5787,6077,0,5.88258116677612,0,131,51,110,44,21,7,37,6,35,5,2,1,0,2090,7.64491934495886,0,35,3.55534806148941,2673,7.89095671613892,233,5.4510384535657
"Masunga_Tati_siding","Masunga","Tati_siding",94892,5198,94.892,1.44388888888889,"Intervention","Intervention",0,182,277,"North East","North East",5615,2522,3093,8113,3817,4296,0,4.55273940280012,0,131,51,110,44,21,7,197,80,125,48,72,32,0,10780,9.28544784446299,0,1176,7.06987412845857,20527,9.92949637171718,7864,8.970050661827
"Masunga_Tsetsebjwe","Masunga","Tsetsebjwe",305979,14062,305.979,3.90611111111111,"Intervention","Control",0,182,99,"North East","Central Bobonong",5615,2522,3093,4815,2248,2567,0,5.72351647214643,0,131,51,110,44,21,7,68,31,64,29,4,2,0,6006,8.70051424854327,0,70,4.24849524204936,7529,8.92651750985012,466,6.14418563412565
"Mathangwane_Bokaa","Mathangwane","Bokaa",436687,17242,436.687,4.78944444444444,"Intervention","Control",0,102,73,"Central Tutume","Kgatleng",5947,2873,3074,6406,3225,3181,0,6.07921669132847,0,79,23,50,12,29,11,54,19,52,19,2,0,0,1574,7.36137542897735,0,22,3.09104245335832,2743,7.9168074909376,46,3.8286413964891
"Mathangwane_Digawana","Mathangwane","Digawana",459041,18373,459.041,5.10361111111111,"Intervention","Intervention",0,102,28,"Central Tutume","Barolong",5947,2873,3074,3273,1571,1702,0,6.12913953069008,0,79,23,50,12,29,11,17,11,17,11,0,0,0,754,6.62539236800796,0,0,0,1260,7.13886699994552,0,0
"Mathangwane_Gumare","Mathangwane","Gumare",702861,26950,702.861,7.48611111111111,"Intervention","Intervention",0,102,260,"Central Tutume","Ngamiland West",5947,2873,3074,8913,4205,4708,0,6.55515914822086,0,79,23,50,12,29,11,192,68,110,36,82,32,0,3120,8.04558828080353,0,1830,7.51207124583547,9788,9.18891242456256,4414,8.39253658681668
"Mathangwane_Gweta","Mathangwane","Gweta",260423,10248,260.423,2.84666666666667,"Intervention","Intervention",1,102,131,"Central Tutume","Central Tutume",5947,2873,3074,7148,3546,3602,0,5.56230723208678,0,79,23,50,12,29,11,98,33,92,32,6,1,1,2704,7.90248743716286,0,95,4.55387689160054,4861,8.48899945704546,217,5.37989735354046
"Mathangwane_Lentsweletau","Mathangwane","Lentsweletau",451846,18165,451.846,5.04583333333333,"Intervention","Intervention",0,102,206,"Central Tutume","Kweneng East",5947,2873,3074,7420,3815,3605,0,6.11334141381348,0,79,23,50,12,29,11,128,78,52,20,76,58,0,1624,7.39264752072162,0,2518,7.83122021460429,9106,9.11668881589473,6330,8.75305551513822
"Mathangwane_Lerala","Mathangwane","Lerala",263543,11273,263.543,3.13138888888889,"Intervention","Intervention",0,102,347,"Central Tutume","Serowe Palapye",5947,2873,3074,7413,3474,3939,0,5.57421654252351,0,79,23,50,12,29,11,244,103,75,30,169,73,0,2400,7.78322401633604,0,3976,8.28803156777646,13749,9.52872137317723,9654,9.17512761622044
"Mathangwane_Letlhakeng","Mathangwane","Letlhakeng",575688,23920,575.688,6.64444444444444,"Intervention","Control",0,102,92,"Central Tutume","Kweneng West",5947,2873,3074,9809,4846,4963,0,6.35556584727484,0,79,23,50,12,29,11,68,24,59,24,9,0,0,1908,7.55381085200823,0,99,4.59511985013459,3460,8.14902386805177,207,5.33271879326537
"Mathangwane_Masunga","Mathangwane","Masunga",77780,3901,77.78,1.08361111111111,"Intervention","Intervention",0,102,182,"Central Tutume","North East",5947,2873,3074,5615,2522,3093,0,4.3538843287276,0,79,23,50,12,29,11,131,51,110,44,21,7,0,3520,8.16621626859214,0,434,6.07304453410041,7042,8.859647499715,1036,6.94312242281943
"Mathangwane_Maunatlala","Mathangwane","Maunatlala",238297,10232,238.297,2.84222222222222,"Intervention","Intervention",0,102,236,"Central Tutume","Serowe Palapye",5947,2873,3074,4921,2509,2412,0,5.47351779485214,0,79,23,50,12,29,11,155,81,58,27,97,54,0,2046,7.62364194651157,0,2633,7.87587915949631,9964,9.20673387638207,6497,8.77909581088053
"Mathangwane_Metsimotlhabe","Mathangwane","Metsimotlhabe",474796,19415,474.796,5.39305555555556,"Intervention","Control",0,102,34,"Central Tutume","Kweneng East",5947,2873,3074,9154,4329,4825,0,6.16288523810019,0,79,23,50,12,29,11,25,9,24,9,1,0,0,738,6.60394382460047,0,11,2.39789527279837,1286,7.15929190479756,23,3.13549421592915
"Mathangwane_Mmadinare","Mathangwane","Mmadinare",178507,7616,178.507,2.11555555555556,"Intervention","Control",0,102,112,"Central Tutume","Central Bobonong",5947,2873,3074,15064,7261,7803,0,5.18462781613705,0,79,23,50,12,29,11,84,28,80,24,4,4,0,2160,7.67786350067821,0,160,5.07517381523383,4144,8.32941678393932,408,6.01126717440416
"Mathangwane_Mmandunyane","Mathangwane","Mmandunyane",59381,4592,59.381,1.27555555555556,"Intervention","Control",0,102,56,"Central Tutume","Central Tutume",5947,2873,3074,4254,2099,2155,0,4.08397430988091,0,79,23,50,12,29,11,42,14,38,14,4,0,0,1156,7.05272104923232,0,44,3.78418963391826,2072,7.63626960337937,92,4.52178857704904
"Mathangwane_Mmankgodi","Mathangwane","Mmankgodi",500507,20826,500.507,5.785,"Intervention","Intervention",0,102,166,"Central Tutume","Kweneng East",5947,2873,3074,7406,3493,3913,0,6.21562158467146,0,79,23,50,12,29,11,114,52,55,32,59,20,0,2260,7.72312009226633,0,1229,7.11395610956603,6730,8.81433042263877,2937,7.98514393119862
"Mathangwane_Mmathethe","Mathangwane","Mmathethe",582727,24324,582.727,6.75666666666667,"Intervention","Control",0,102,135,"Central Tutume","Barolong",5947,2873,3074,6893,3412,3481,0,6.36771880909752,0,79,23,50,12,29,11,99,36,63,28,36,8,0,2156,7.67600993202889,0,628,6.4425401664682,5121,8.54110501146255,1460,7.28619171470238
"Mathangwane_Molapowabojang","Mathangwane","Molapowabojang",549557,22962,549.557,6.37833333333333,"Intervention","Control",0,102,60,"Central Tutume","Southern",5947,2873,3074,9402,4503,4899,0,6.30911249912826,0,79,23,50,12,29,11,45,15,40,14,5,1,0,1180,7.07326971745971,0,84,4.43081679884331,2220,7.70526247486633,194,5.26785815906333
"Mathangwane_Nata","Mathangwane","Nata",160298,6580,160.298,1.82777777777778,"Intervention","Control",0,102,59,"Central Tutume","Central Tutume",5947,2873,3074,7694,3770,3924,0,5.07703458293131,0,79,23,50,12,29,11,48,11,39,9,9,2,0,918,6.82219739062049,0,157,5.05624580534831,1973,7.58731050602262,365,5.89989735358249
"Mathangwane_Nkange","Mathangwane","Nkange",467667,18921,467.667,5.25583333333333,"Intervention","Intervention",0,102,107,"Central Tutume","Central Tutume",5947,2873,3074,3660,1599,2061,0,6.14775650419247,0,79,23,50,12,29,11,80,27,76,25,4,2,0,2162,7.67878899819915,0,102,4.62497281328427,3973,8.2872767558146,250,5.52146091786225
"Mathangwane_Oodi","Mathangwane","Oodi",465775,18756,465.775,5.21,"Intervention","Intervention",0,102,73,"Central Tutume","Kgatleng",5947,2873,3074,5822,2798,3024,0,6.14370268490642,0,79,23,50,12,29,11,51,22,47,21,4,1,0,1614,7.38647084882989,0,73,4.29045944114839,2911,7.97625194374562,171,5.14166355650266
"Mathangwane_Otse","Mathangwane","Otse",511805,20849,511.805,5.79138888888889,"Intervention","Intervention",0,102,99,"Central Tutume","South East",5947,2873,3074,8039,3903,4136,0,6.23794369311916,0,79,23,50,12,29,11,67,32,64,31,3,1,0,2318,7.7484600238997,0,62,4.12713438504509,4069,8.31115254800169,148,4.99721227376411
"Mathangwane_Ramokgonami","Mathangwane","Ramokgonami",252636,10744,252.636,2.98444444444444,"Intervention","Control",0,102,220,"Central Tutume","Central Mahalapye",5947,2873,3074,4557,2137,2420,0,5.53194971757642,0,79,23,50,12,29,11,153,67,58,21,95,46,0,1746,7.46508273639955,0,2379,7.77443551030296,8812,9.08386970792223,5819,8.66888370465667
"Mathangwane_Ranaka","Mathangwane","Ranaka",540934,22020,540.934,6.11666666666667,"Intervention","Control",0,102,34,"Central Tutume","Southern",5947,2873,3074,3263,1635,1628,0,6.29329727510119,0,79,23,50,12,29,11,21,13,20,13,1,0,0,890,6.79122146272619,0,11,2.39789527279837,1510,7.31986492980897,23,3.13549421592915
"Mathangwane_Sebina","Mathangwane","Sebina",30218,1605,30.218,0.445833333333333,"Intervention","Control",0,102,51,"Central Tutume","Central Tutume",5947,2873,3074,3670,1686,1984,0,3.40843777331765,0,79,23,50,12,29,11,39,12,35,10,4,2,0,920,6.82437367004309,0,102,4.62497281328427,1845,7.52023455647463,250,5.52146091786225
"Mathangwane_Sefhare","Mathangwane","Sefhare",283007,12423,283.007,3.45083333333333,"Intervention","Intervention",0,102,24,"Central Tutume","Central Mahalapye",5947,2873,3074,5266,2425,2841,0,5.64547163231966,0,79,23,50,12,29,11,15,9,12,9,3,0,0,594,6.38687931936265,0,33,3.49650756146648,1056,6.96224346426621,69,4.23410650459726
"Mathangwane_Sefophe","Mathangwane","Sefophe",202103,8915,202.103,2.47638888888889,"Intervention","Control",0,102,121,"Central Tutume","Central Bobonong",5947,2873,3074,7021,3309,3712,0,5.30877746843597,0,79,23,50,12,29,11,88,33,85,30,3,3,0,2520,7.83201418050547,0,120,4.78749174278205,4631,8.44052810648075,306,5.72358510195238
